id,Date,Time,latitude,longitude
492,6/11/2021,18,-6.204559332,106.9324308
493,5/11/2021,18,-6.205268746,106.9316924
494,10/8/2021,4,-6.203808392,106.9350465
495,1/5/2021,10,-6.204587943,106.9321988
496,1/15/2021,9,-6.209141439,106.9345632
497,12/22/2021,22,-6.204182821,106.9330931
498,9/6/2021,17,-6.205037493,106.9335119
499,5/6/2021,22,-6.207375026,106.9352706
500,7/8/2021,19,-6.20550706,106.931727
501,2/21/2021,6,-6.208705041,106.9346135
502,3/6/2021,8,-6.206028851,106.9335178
503,9/28/2021,7,-6.208445913,106.9324411
504,8/31/2021,19,-6.209620657,106.9343985
505,5/15/2021,5,-6.207309466,106.9353314
506,9/9/2021,20,-6.206191497,106.934002
507,2/21/2021,9,-6.208966982,106.9336174
508,12/7/2021,1,-6.206581123,106.9335969
509,9/1/2021,20,-6.188574844,106.8969956
510,2/4/2021,15,-6.19546214,106.8963673
511,4/30/2021,20,-6.192160507,106.8990236
512,11/11/2021,5,-6.193219708,106.8956121
513,5/20/2021,12,-6.189808772,106.8987256
514,2/19/2021,14,-6.188031253,106.8956994
515,7/28/2021,0,-6.193168051,106.8977023
516,10/12/2021,15,-6.188091876,106.8987842
517,8/1/2021,6,-6.195106049,106.8984003
518,12/18/2021,11,-6.187496895,106.8970372
519,11/28/2021,9,-6.190929391,106.8947388
520,2/18/2021,8,-6.18733726,106.8974799
521,11/17/2021,22,-6.186617355,106.8980363
522,5/8/2021,0,-6.190280268,106.8966078
523,10/18/2021,1,-6.187761733,106.8975096
524,10/22/2021,1,-6.186899525,106.8964106
525,9/8/2021,6,-6.195332209,106.8979715
526,9/28/2021,4,-6.186466744,106.894954
527,9/21/2021,20,-6.195933309,106.8962803
528,10/15/2021,1,-6.192326915,106.8975877
529,11/9/2021,16,-6.190487415,106.8968481
530,3/19/2021,8,-6.18650634,106.8988116
531,2/23/2021,3,-6.187017624,106.8983764
532,6/29/2021,8,-6.193298599,106.8958107
533,2/21/2021,6,-6.192922991,106.8967816
534,11/8/2021,7,-6.190517185,106.8986754
535,11/7/2021,6,-6.186800126,106.898632
536,8/15/2021,12,-6.1931972,106.8958038
537,3/6/2021,11,-6.193157087,106.8989884
538,5/31/2021,16,-6.189129648,106.8960343
539,7/24/2021,7,-6.194557045,106.8946802
540,9/8/2021,18,-6.1915875,106.8954351
541,11/4/2021,7,-6.194530976,106.8990185
542,8/24/2021,17,-6.187313719,106.8983373
543,12/23/2021,1,-6.186516499,106.8986109
544,6/1/2021,17,-6.190187507,106.897516
545,11/25/2021,11,-6.192033663,106.8967826
546,2/25/2021,13,-6.186834784,106.8974859
547,6/11/2021,2,-6.191480744,106.8983071
548,12/20/2021,22,-6.18940637,106.8967228
549,4/21/2021,7,-6.187628643,106.8963473
550,7/4/2021,18,-6.193590097,106.8974016
551,4/23/2021,6,-6.189125304,106.894929
552,5/4/2021,22,-6.189037235,106.8980582
553,11/30/2021,0,-6.191448566,106.8957936
554,9/25/2021,11,-6.189751167,106.8945794
555,3/16/2021,21,-6.190621448,106.898472
556,4/10/2021,17,-6.193401244,106.8953343
557,8/7/2021,9,-6.194301493,106.8980453
558,11/20/2021,7,-6.192509675,106.89816
559,1/5/2021,1,-6.195795958,106.8985176
560,5/31/2021,7,-6.239527505,106.9167154
561,1/4/2021,18,-6.239929941,106.9101171
562,8/31/2021,15,-6.239712486,106.9111972
563,7/20/2021,0,-6.240629431,106.9084326
564,1/4/2021,1,-6.23927919,106.9148348
565,11/23/2021,18,-6.23851849,106.9150796
566,1/23/2021,4,-6.240109283,106.9145781
567,7/11/2021,3,-6.239987095,106.9119688
568,3/5/2021,4,-6.23951494,106.9167694
569,6/22/2021,4,-6.239611769,106.9124147
570,7/13/2021,17,-6.239953386,106.9174487
571,3/21/2021,4,-6.238340091,106.9150099
572,9/26/2021,18,-6.240428745,106.9083177
573,8/14/2021,10,-6.239334868,106.9147168
574,9/12/2021,19,-6.239920949,106.9073611
575,8/31/2021,2,-6.239274585,106.9079959
576,2/7/2021,13,-6.240452366,106.9106851
577,8/22/2021,22,-6.240132224,106.9091685
578,9/7/2021,22,-6.238410191,106.917399
579,4/2/2021,2,-6.238487169,106.9123648
580,2/16/2021,10,-6.239044107,106.9087844
581,5/31/2021,4,-6.239543205,106.9114425
582,2/22/2021,1,-6.239345855,106.9110386
583,6/5/2021,15,-6.240991235,106.9115019
584,8/24/2021,6,-6.240041037,106.911217
585,7/21/2021,14,-6.239904792,106.9126789
586,5/30/2021,0,-6.240554157,106.9118675
587,6/30/2021,9,-6.240565861,106.9111906
588,12/1/2021,17,-6.240558263,106.9086608
589,11/20/2021,5,-6.2395134,106.9121657
590,4/26/2021,2,-6.240749207,106.9167715
591,7/16/2021,0,-6.239936231,106.9118947
592,3/4/2021,7,-6.24099957,106.9134858
593,6/30/2021,2,-6.240622619,106.9171552
594,2/12/2021,11,-6.239600164,106.9119003
595,7/1/2021,11,-6.238499086,106.9077755
596,12/1/2021,14,-6.239805274,106.9124533
597,2/15/2021,6,-6.240505635,106.917467
598,10/16/2021,4,-6.238658987,106.9109314
599,8/12/2021,8,-6.240104573,106.9105579
600,6/29/2021,5,-6.239665807,106.9085715
601,12/11/2021,8,-6.240307077,106.9128652
602,3/6/2021,15,-6.2383948,106.9101649
603,5/5/2021,0,-6.240306399,106.9156617
604,12/12/2021,12,-6.240585479,106.9079226
605,3/30/2021,23,-6.239895756,106.9138365
606,1/7/2021,14,-6.23979739,106.9112586
607,10/13/2021,6,-6.239506507,106.9136046
608,9/2/2021,6,-6.23860737,106.9108555
609,11/9/2021,6,-6.240103,106.9153028
610,8/6/2021,23,-6.239907279,106.911021
611,10/2/2021,16,-6.18727874,106.8551493
612,1/22/2021,19,-6.185124671,106.8544988
613,5/29/2021,6,-6.187750022,106.8554143
614,5/4/2021,6,-6.189065681,106.8558162
615,4/30/2021,1,-6.185362619,106.8553804
616,1/10/2021,17,-6.186183947,106.8548333
617,1/21/2021,13,-6.185927231,106.855502
618,9/24/2021,17,-6.185756264,106.8547927
619,10/9/2021,20,-6.18472006,106.8555708
620,2/12/2021,17,-6.187804311,106.8553366
621,12/23/2021,12,-6.188472045,106.8550415
622,10/18/2021,19,-6.188090822,106.8552826
623,12/14/2021,3,-6.189009255,106.8558248
624,10/29/2021,0,-6.188046011,106.8545061
625,3/4/2021,18,-6.187089068,106.8550522
626,11/20/2021,20,-6.185195431,106.8552799
627,12/5/2021,13,-6.184950554,106.8553673
628,7/26/2021,20,-6.187490595,106.8548959
629,3/18/2021,18,-6.185241905,106.8557279
630,11/1/2021,0,-6.18478422,106.8556704
631,10/10/2021,18,-6.189970754,106.8545071
632,3/21/2021,0,-6.187800206,106.8557637
633,11/30/2021,23,-6.18832529,106.8545219
634,11/20/2021,15,-6.189342557,106.8550575
635,1/13/2021,0,-6.186798835,106.8550134
636,9/28/2021,16,-6.18524033,106.8556689
637,6/26/2021,11,-6.185575824,106.8548139
638,4/15/2021,8,-6.18650183,106.854785
639,5/4/2021,10,-6.185860465,106.8548713
640,7/26/2021,20,-6.185823886,106.8556121
641,3/4/2021,21,-6.184456406,106.8548581
642,2/23/2021,11,-6.190346834,106.8549969
643,5/15/2021,20,-6.185368334,106.8554676
644,8/17/2021,20,-6.188850666,106.8547426
645,2/13/2021,19,-6.1892736,106.8549631
646,1/1/2021,18,-6.185471094,106.8554929
647,12/17/2021,12,-6.184731078,106.8545455
648,9/23/2021,13,-6.188422047,106.8555368
649,9/30/2021,1,-6.187253752,106.8548336
650,9/3/2021,1,-6.186773956,106.8555922
651,12/13/2021,15,-6.187013839,106.8549915
652,10/28/2021,14,-6.188056577,106.854995
653,5/11/2021,18,-6.185172456,106.8545803
654,3/14/2021,11,-6.18997109,106.8554957
655,9/18/2021,1,-6.187016309,106.8549319
656,10/5/2021,15,-6.184833204,106.8554893
657,7/30/2021,7,-6.188685305,106.8549144
658,7/20/2021,2,-6.187285376,106.8556269
659,5/4/2021,3,-6.187424147,106.8547171
660,7/9/2021,21,-6.188045189,106.8547921
661,10/17/2021,7,-6.188361353,106.8550902
662,7/28/2021,20,-6.185857997,106.8493056
663,5/9/2021,20,-6.188030366,106.8520318
664,12/22/2021,20,-6.17607373,106.8290893
665,6/10/2021,12,-6.170151828,106.8264754
666,7/18/2021,22,-6.164881561,106.8317623
667,12/22/2021,14,-6.162467937,106.8282692
668,7/18/2021,5,-6.179231251,106.8492126
669,3/23/2021,8,-6.174120219,106.8286173
670,10/2/2021,3,-6.175249314,106.834692
671,7/28/2021,8,-6.161165647,106.840728
672,2/5/2021,13,-6.161819098,106.8455498
673,6/3/2021,2,-6.189681655,106.8366417
674,11/2/2021,23,-6.170456771,106.8312863
675,2/25/2021,15,-6.172971294,106.8536055
676,12/4/2021,7,-6.166852479,106.8321176
677,5/25/2021,18,-6.182566164,106.8356259
678,9/13/2021,1,-6.189202367,106.8536098
679,1/21/2021,8,-6.16939282,106.8487299
680,4/22/2021,11,-6.181652092,106.8372505
681,4/22/2021,0,-6.187117686,106.8471746
682,1/8/2021,3,-6.166779928,106.8457264
683,10/23/2021,12,-6.181857605,106.8285787
684,12/1/2021,12,-6.183180916,106.8511705
685,1/2/2021,12,-6.162955275,106.830441
686,7/24/2021,15,-6.19035319,106.8405176
687,11/6/2021,0,-6.171926195,106.8359861
688,7/14/2021,15,-6.175743591,106.8538668
689,7/13/2021,19,-6.173300261,106.8489451
690,7/13/2021,12,-6.174370681,106.828377
691,3/5/2021,14,-6.175887811,106.8410331
692,10/23/2021,0,-6.184576455,106.8499184
693,9/3/2021,13,-6.161550834,106.8385851
694,6/14/2021,6,-6.181429975,106.838725
695,2/27/2021,19,-6.162789551,106.8465667
696,9/19/2021,8,-6.167579816,106.8472436
697,6/11/2021,3,-6.162681149,106.8378121
698,12/5/2021,14,-6.164176577,106.8464267
699,2/12/2021,21,-6.186189534,106.8450732
700,7/31/2021,19,-6.186692985,106.8540641
701,12/5/2021,17,-6.163290621,106.8348221
702,4/30/2021,5,-6.170064231,106.854566
703,4/7/2021,14,-6.180873024,106.8282194
704,10/10/2021,12,-6.172534633,106.8305891
705,9/24/2021,12,-6.164549066,106.8550691
706,11/5/2021,2,-6.167450183,106.8404843
707,8/12/2021,11,-6.163706962,106.8271345
708,1/24/2021,12,-6.178627709,106.8344719
709,9/13/2021,19,-6.169656123,106.8378095
710,9/7/2021,19,-6.185100674,106.8478358
711,6/22/2021,14,-6.162931649,106.8391008
712,5/11/2021,21,-6.168788304,106.8263637
713,8/27/2021,3,-6.197904966,106.8060417
714,4/26/2021,15,-6.198831547,106.8057319
715,5/28/2021,14,-6.206355608,106.8061625
716,1/7/2021,0,-6.196903686,106.8126247
717,8/4/2021,1,-6.199557792,106.8121958
718,10/7/2021,15,-6.202111554,106.809853
719,9/12/2021,16,-6.200962351,106.8119385
720,6/11/2021,8,-6.200917786,106.8108167
721,6/4/2021,1,-6.20356049,106.8087295
722,2/21/2021,1,-6.198202115,106.8068148
723,3/15/2021,22,-6.204041135,106.8104571
724,6/6/2021,17,-6.197455347,106.8064221
725,11/29/2021,3,-6.203279129,106.805947
726,1/15/2021,1,-6.202858439,106.811777
727,3/20/2021,19,-6.203469213,106.8113188
728,10/13/2021,11,-6.20656378,106.8079964
729,11/26/2021,9,-6.205090088,106.8052336
730,5/6/2021,13,-6.198284854,106.8073474
731,11/27/2021,3,-6.203928616,106.8132821
732,11/17/2021,15,-6.205969913,106.80713
733,5/1/2021,14,-6.204151235,106.8075538
734,12/18/2021,1,-6.205328836,106.8057233
735,5/30/2021,1,-6.201848728,106.8106523
736,12/19/2021,2,-6.202484125,106.8103991
737,4/14/2021,11,-6.202500582,106.8086396
738,5/30/2021,7,-6.198559105,106.8107147
739,8/5/2021,3,-6.205710474,106.808602
740,7/6/2021,23,-6.205106078,106.810916
741,3/15/2021,21,-6.200088982,106.8070861
742,2/2/2021,4,-6.197892949,106.8080316
743,2/8/2021,0,-6.202909159,106.8065712
744,4/17/2021,2,-6.197752568,106.8115592
745,12/15/2021,14,-6.206613324,106.8105485
746,9/22/2021,18,-6.197063103,106.8087722
747,5/20/2021,17,-6.202913608,106.8112635
748,4/19/2021,19,-6.202817106,106.8121296
749,6/14/2021,19,-6.19671828,106.8089987
750,2/4/2021,1,-6.201950993,106.8083134
751,3/20/2021,18,-6.196716358,106.8089941
752,2/25/2021,10,-6.203575708,106.8065029
753,9/7/2021,20,-6.200834915,106.8079935
754,2/24/2021,22,-6.197088347,106.8055618
755,1/1/2021,19,-6.205944977,106.8053212
756,6/16/2021,13,-6.205219593,106.8071127
757,12/8/2021,23,-6.201924368,106.8069733
758,9/9/2021,8,-6.199210828,106.8121965
759,8/22/2021,6,-6.20473023,106.8055064
760,7/17/2021,12,-6.200652632,106.8062492
761,3/26/2021,1,-6.198020457,106.8119161
762,10/17/2021,2,-6.204144903,106.8062484
763,9/3/2021,1,-6.202786702,106.812663
764,10/25/2021,5,-6.126064996,106.8290806
765,8/10/2021,0,-6.125836526,106.8226609
766,4/15/2021,14,-6.126201249,106.8223665
767,9/27/2021,5,-6.125919954,106.825957
768,10/24/2021,10,-6.126057499,106.8227892
769,10/25/2021,22,-6.125720254,106.8250076
770,4/10/2021,11,-6.125887441,106.8286374
771,10/24/2021,23,-6.125731841,106.8268726
772,5/31/2021,22,-6.125893335,106.829619
773,8/11/2021,8,-6.126161438,106.8296341
774,9/29/2021,18,-6.125847849,106.8256964
775,2/22/2021,2,-6.126026482,106.8251215
776,3/23/2021,12,-6.126129366,106.8259115
777,10/6/2021,12,-6.126314301,106.8289464
778,4/5/2021,15,-6.125994105,106.8278751
779,9/4/2021,23,-6.126325299,106.8225098
780,1/8/2021,20,-6.125760211,106.8293871
781,4/3/2021,10,-6.125973676,106.8282557
782,11/3/2021,3,-6.125985083,106.8252661
783,9/16/2021,2,-6.125709265,106.8281522
784,10/28/2021,15,-6.126109113,106.82844
785,4/25/2021,21,-6.125710018,106.8227822
786,12/19/2021,13,-6.126199808,106.829562
787,7/30/2021,14,-6.126028802,106.8236712
788,9/1/2021,17,-6.12623748,106.828671
789,4/30/2021,10,-6.126235363,106.8271852
790,2/19/2021,14,-6.126161003,106.8289263
791,4/7/2021,15,-6.126347682,106.8292921
792,9/10/2021,1,-6.125862707,106.8254461
793,7/22/2021,9,-6.125693404,106.8257556
794,4/9/2021,11,-6.126349315,106.8239146
795,4/15/2021,12,-6.125899917,106.8275059
796,8/5/2021,20,-6.125909192,106.8292887
797,4/6/2021,17,-6.126270902,106.8272595
798,9/7/2021,15,-6.125714537,106.8269696
799,6/25/2021,7,-6.125976975,106.8253277
800,10/4/2021,4,-6.126321887,106.8225949
801,4/11/2021,4,-6.125993679,106.8263101
802,8/28/2021,21,-6.126251645,106.8277761
803,3/4/2021,12,-6.125964403,106.8248324
804,5/22/2021,18,-6.125747821,106.8295165
805,3/17/2021,8,-6.125953295,106.8291687
806,3/30/2021,2,-6.126295879,106.8250462
807,3/31/2021,9,-6.126037962,106.8281559
808,5/9/2021,6,-6.126270089,106.8259205
809,3/23/2021,13,-6.12605781,106.8270631
810,8/31/2021,7,-6.126117771,106.8281134
811,2/19/2021,21,-6.126262028,106.8256668
812,11/29/2021,3,-6.126036898,106.8291184
813,1/21/2021,17,-6.125815524,106.8280336
814,12/20/2021,5,-6.125830403,106.8242192
815,6/4/2021,3,-6.114718959,106.8914717
816,5/19/2021,12,-6.110684192,106.8854452
817,8/15/2021,13,-6.110732617,106.8763672
818,12/17/2021,2,-6.111235658,106.8835283
819,12/3/2021,2,-6.110532218,106.8846926
820,9/30/2021,2,-6.115136251,106.8834705
821,3/20/2021,13,-6.110612251,106.8901471
822,12/30/2021,9,-6.115366388,106.8879782
823,5/10/2021,3,-6.112282095,106.8912188
824,6/11/2021,19,-6.11405743,106.8925979
825,4/8/2021,11,-6.110942749,106.8767193
826,3/18/2021,17,-6.114309732,106.8841042
827,5/15/2021,23,-6.110665253,106.8857452
828,10/24/2021,18,-6.111821641,106.8879157
829,7/21/2021,19,-6.1150242,106.8845725
830,4/10/2021,18,-6.114493918,106.8842411
831,1/2/2021,17,-6.114890331,106.8758259
832,9/23/2021,15,-6.113915942,106.8842587
833,4/16/2021,22,-6.114688949,106.8797835
834,3/18/2021,9,-6.112091413,106.8822705
835,10/2/2021,14,-6.110665859,106.8843533
836,1/22/2021,16,-6.111571096,106.8880588
837,2/14/2021,23,-6.114173978,106.88424
838,4/4/2021,14,-6.110424462,106.8840232
839,10/3/2021,22,-6.111444398,106.8851211
840,10/24/2021,12,-6.115127573,106.8829699
841,11/23/2021,13,-6.11472015,106.8826374
842,9/29/2021,13,-6.112963896,106.8829786
843,9/23/2021,11,-6.112516201,106.880735
844,2/25/2021,8,-6.111352337,106.8874369
845,12/8/2021,4,-6.110136361,106.8917076
846,6/27/2021,9,-6.113138135,106.8892908
847,10/11/2021,16,-6.113065034,106.8831951
848,2/12/2021,9,-6.110857835,106.8815693
849,4/10/2021,14,-6.110101672,106.8850071
850,3/9/2021,17,-6.114995897,106.8780478
851,1/31/2021,13,-6.113106622,106.8872875
852,9/30/2021,16,-6.11045366,106.8800483
853,6/3/2021,5,-6.110706853,106.8863538
854,1/4/2021,10,-6.114689612,106.8815804
855,1/24/2021,2,-6.115167927,106.8912881
856,7/26/2021,14,-6.110978167,106.8823126
857,11/25/2021,12,-6.110393598,106.8761731
858,5/17/2021,10,-6.111379046,106.8881696
859,7/26/2021,14,-6.112685765,106.8791231
860,1/22/2021,11,-6.113893183,106.8828228
861,10/26/2021,18,-6.11270179,106.8770425
862,9/14/2021,7,-6.111039774,106.885388
863,5/11/2021,17,-6.112738167,106.8844259
864,2/16/2021,0,-6.110502402,106.8799913
865,6/9/2021,15,-6.11400615,106.8921744
866,9/1/2021,10,-6.12442274,106.9200208
867,11/20/2021,1,-6.125766568,106.9151951
868,6/29/2021,20,-6.125137995,106.9156902
869,1/21/2021,20,-6.124705083,106.916386
870,5/9/2021,20,-6.127706186,106.9166092
871,4/12/2021,16,-6.124909237,106.9180593
872,4/19/2021,17,-6.127698793,106.9147785
873,10/12/2021,6,-6.125136603,106.9194112
874,10/2/2021,11,-6.12568596,106.9194088
875,3/26/2021,9,-6.126940252,106.9177284
876,3/13/2021,17,-6.127309362,106.9195178
877,12/12/2021,19,-6.126051452,106.9176352
878,9/7/2021,13,-6.127007291,106.9166396
879,9/6/2021,19,-6.124866245,106.9182333
880,6/24/2021,8,-6.12743228,106.9191845
881,6/4/2021,16,-6.12590428,106.91912
882,12/18/2021,3,-6.124683924,106.9177413
883,9/27/2021,11,-6.125254166,106.9149004
884,3/14/2021,21,-6.127511699,106.9160447
885,3/5/2021,1,-6.126898585,106.9177071
886,4/14/2021,21,-6.125438011,106.9184121
887,8/5/2021,8,-6.125105092,106.9147809
888,1/8/2021,14,-6.127146431,106.9183431
889,10/7/2021,11,-6.127213301,106.9179927
890,6/7/2021,1,-6.125219051,106.9172471
891,11/12/2021,22,-6.124359805,106.9148903
892,8/19/2021,22,-6.127328231,106.9162851
893,2/11/2021,9,-6.124585385,106.9200462
894,3/21/2021,22,-6.125412632,106.9173222
895,10/9/2021,7,-6.126173351,106.9155133
896,10/5/2021,8,-6.125101507,106.917271
897,1/30/2021,1,-6.12462505,106.9154788
898,3/6/2021,11,-6.124349853,106.9186247
899,4/18/2021,18,-6.125915139,106.9192867
900,10/18/2021,8,-6.12485854,106.9164003
901,1/30/2021,3,-6.125376365,106.9166288
902,12/7/2021,12,-6.124439427,106.9161264
903,7/15/2021,22,-6.125423252,106.9192296
904,9/21/2021,9,-6.12491427,106.9189148
905,12/13/2021,17,-6.124794948,106.917011
906,7/22/2021,15,-6.127257989,106.9192661
907,12/30/2021,17,-6.124822457,106.9155168
908,3/22/2021,12,-6.12650619,106.9173466
909,7/28/2021,22,-6.127057345,106.9167973
910,2/20/2021,1,-6.126442303,106.918402
911,6/26/2021,18,-6.124410994,106.9164857
912,6/30/2021,0,-6.126155421,106.9179051
913,11/2/2021,7,-6.125110166,106.9188848
914,8/4/2021,6,-6.126323501,106.9161189
915,2/26/2021,4,-6.126975621,106.9173012
916,12/25/2021,19,-6.12538912,106.9169752
917,9/9/2021,3,-6.141956729,106.7739031
918,4/27/2021,6,-6.141479348,106.7786639
919,5/27/2021,1,-6.14004037,106.7785107
920,5/27/2021,10,-6.141482709,106.772368
921,1/30/2021,8,-6.140878171,106.7770817
922,5/5/2021,8,-6.140794947,106.7716512
923,4/18/2021,4,-6.141065834,106.7753367
924,11/6/2021,3,-6.140750588,106.7765669
925,12/4/2021,0,-6.141973037,106.7710665
926,12/16/2021,19,-6.141856284,106.7768515
927,5/31/2021,6,-6.140957764,106.7716062
928,3/11/2021,5,-6.140429778,106.7765923
929,7/29/2021,11,-6.141999125,106.7701949
930,3/14/2021,11,-6.140162374,106.7759871
931,6/15/2021,22,-6.140041032,106.7732081
932,12/8/2021,23,-6.141813351,106.7761495
933,7/16/2021,11,-6.140187999,106.777853
934,7/14/2021,23,-6.141861272,106.778003
935,12/18/2021,4,-6.141984784,106.7712763
936,7/29/2021,23,-6.140391685,106.7752077
937,8/14/2021,7,-6.140282393,106.7734946
938,7/25/2021,11,-6.140177471,106.7724776
939,6/12/2021,14,-6.140561598,106.7741807
940,5/20/2021,2,-6.141723166,106.7707836
941,7/8/2021,13,-6.141072656,106.7791545
942,9/19/2021,4,-6.141127983,106.7758809
943,10/5/2021,22,-6.14191864,106.7712296
944,3/28/2021,20,-6.140418431,106.7705186
945,1/4/2021,14,-6.140133564,106.7713786
946,3/9/2021,4,-6.141933887,106.775415
947,6/25/2021,22,-6.140556241,106.778022
948,1/22/2021,21,-6.141985707,106.7789625
949,5/2/2021,23,-6.140435359,106.7704859
950,1/21/2021,2,-6.140568467,106.7702735
951,12/4/2021,6,-6.140779796,106.774716
952,3/11/2021,21,-6.141810697,106.7718921
953,8/17/2021,3,-6.14130257,106.7747093
954,6/23/2021,9,-6.141951042,106.7767204
955,8/22/2021,2,-6.142045101,106.777414
956,3/31/2021,17,-6.141075962,106.7711827
957,10/4/2021,16,-6.140335477,106.7697355
958,2/24/2021,21,-6.14026501,106.7704631
959,5/8/2021,14,-6.140631481,106.7790401
960,8/5/2021,15,-6.142021033,106.7756752
961,7/22/2021,19,-6.140212961,106.7772386
962,12/5/2021,3,-6.141303859,106.7691948
963,12/25/2021,15,-6.141656344,106.7753694
964,8/15/2021,11,-6.140518666,106.7726494
965,5/22/2021,20,-6.140035671,106.770315
966,3/5/2021,12,-6.141125907,106.7728748
967,1/24/2021,21,-6.140863406,106.7753606
968,6/2/2021,3,,
969,1/25/2021,10,,
970,2/12/2021,8,,
971,10/24/2021,19,,
972,10/21/2021,2,,
973,11/20/2021,12,,
974,2/6/2021,5,,
975,11/19/2021,12,,
976,1/16/2021,17,,
977,7/26/2021,10,,
978,1/12/2021,18,,
979,1/11/2021,19,,
980,5/6/2021,2,,
981,1/25/2021,10,,
982,7/4/2021,11,,
983,12/19/2021,16,,
984,8/12/2021,16,,
985,9/11/2021,1,,
986,5/6/2021,6,,
987,3/19/2021,20,,
988,10/14/2021,12,,
989,4/6/2021,14,,
990,10/9/2021,12,,
991,12/5/2021,18,,
992,6/22/2021,9,,
993,6/10/2021,2,,
994,10/4/2021,12,,
995,2/17/2021,15,,
996,5/4/2021,16,,
997,8/15/2021,9,,
998,3/3/2021,1,,
999,9/4/2021,2,,
1000,8/7/2021,14,,
